NAME (groups),NAME,FACLNBR,PAYER (groups),Observation,Surgical,NICU,Stays,Days,YEAR
Other,ADVENTHEALTH OCALA,100062,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level II,120,751,2019
Other,ADVENTHEALTH OCALA,100062,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level II,123,945,2020
Other,ADVENTHEALTH OCALA,100062,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level II,125,1106,2021
Other,ADVENTHEALTH OCALA,100062,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level III,146,820,2017
Other,ADVENTHEALTH OCALA,100062,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level III,222,1496,2018
Other,ADVENTHEALTH OCALA,100062,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level III,109,731,2019
Other,ADVENTHEALTH OCALA,100062,Medicaid Managed Care,No Observation,Non-Surgical,Non-NICU,167,350,2016
Other,ADVENTHEALTH OCALA,100062,Medicaid Managed Care,No Observation,Non-Surgical,Non-NICU,169,333,2017
Other,ADVENTHEALTH OCALA,100062,Medicaid Managed Care,No Observation,Non-Surgical,Non-NICU,221,420,2018
Other,ADVENTHEALTH OCALA,100062,Medicaid Managed Care,No Observation,Non-Surgical,Non-NICU,164,381,2019
Other,ADVENTHEALTH OCALA,100062,Medicaid Managed Care,No Observation,Non-Surgical,Non-NICU,90,232,2020
Other,ADVENTHEALTH OCALA,100062,Medicaid Managed Care,No Observation,Non-Surgical,Non-NICU,134,303,2021
Other,ADVENTHEALTH OCALA,100062,Medicaid Managed Care,No Observation,Surgical,NICU Level I,1,2,2017
Other,ADVENTHEALTH OCALA,100062,Medicaid Managed Care,No Observation,Surgical,Non-NICU,13,17,2016
Other,ADVENTHEALTH OCALA,100062,Medicaid Managed Care,No Observation,Surgical,Non-NICU,29,101,2017
Other,ADVENTHEALTH OCALA,100062,Medicaid Managed Care,No Observation,Surgical,Non-NICU,27,41,2018
Other,ADVENTHEALTH OCALA,100062,Medicaid Managed Care,No Observation,Surgical,Non-NICU,22,41,2019
Other,ADVENTHEALTH OCALA,100062,Medicaid Managed Care,No Observation,Surgical,Non-NICU,15,51,2020
Other,ADVENTHEALTH OCALA,100062,Medicaid Managed Care,No Observation,Surgical,Non-NICU,8,21,2021
Other,ADVENTHEALTH OCALA,100062,Medicaid Managed Care,Observation,Non-Surgical,ICU <1 Year Old,1,2,2018
Other,ADVENTHEALTH OCALA,100062,Medicaid Managed Care,Observation,Non-Surgical,NICU Level I,1,0,2016
Other,ADVENTHEALTH OCALA,100062,Medicaid Managed Care,Observation,Non-Surgical,Non-NICU,16,18,2016
Other,ADVENTHEALTH OCALA,100062,Medicaid Managed Care,Observation,Non-Surgical,Non-NICU,7,13,2017
Other,ADVENTHEALTH OCALA,100062,Medicaid Managed Care,Observation,Non-Surgical,Non-NICU,25,55,2018
Other,ADVENTHEALTH OCALA,100062,Medicaid Managed Care,Observation,Non-Surgical,Non-NICU,15,29,2019
Other,ADVENTHEALTH OCALA,100062,Medicaid Managed Care,Observation,Non-Surgical,Non-NICU,25,46,2020
Other,ADVENTHEALTH OCALA,100062,Medicaid Managed Care,Observation,Non-Surgical,Non-NICU,27,55,2021
Other,ADVENTHEALTH OCALA,100062,Medicaid Managed Care,Observation,Surgical,Non-NICU,7,13,2016
Other,ADVENTHEALTH OCALA,100062,Medicaid Managed Care,Observation,Surgical,Non-NICU,1,4,2017
Other,ADVENTHEALTH OCALA,100062,Medicaid Managed Care,Observation,Surgical,Non-NICU,2,6,2018
Other,ADVENTHEALTH OCALA,100062,Medicaid Managed Care,Observation,Surgical,Non-NICU,2,6,2020
Other,ADVENTHEALTH OCALA,100062,Medicaid Managed Care,Observation,Surgical,Non-NICU,4,10,2021
Other,ADVENTHEALTH OCALA,100062,Medicare Fee-for-Service,No Observation,Non-Surgical,NICU Level I,2,5,2020
Other,ADVENTHEALTH OCALA,100062,Medicare Fee-for-Service,No Observation,Non-Surgical,NICU Level I,1,2,2021
Other,ADVENTHEALTH OCALA,100062,Medicare Managed Care,No Observation,Non-Surgical,NICU Level I,2,7,2017
Other,ADVENTHEALTH OCALA,100062,Medicare Managed Care,No Observation,Non-Surgical,NICU Level I,1,3,2019
Other,ADVENTHEALTH OCALA,100062,Medicare Managed Care,No Observation,Non-Surgical,NICU Level I,1,2,2020
Other,ADVENTHEALTH OCALA,100062,Non-Payment,No Observation,Non-Surgical,NICU Level I,2,3,2016
Other,ADVENTHEALTH OCALA,100062,Non-Payment,No Observation,Non-Surgical,NICU Level I,1,3,2017
Other,ADVENTHEALTH OCALA,100062,Non-Payment,Observation,Non-Surgical,Non-NICU,1,0,2016
Other,ADVENTHEALTH OCALA,100062,Other,No Observation,Non-Surgical,Non-NICU,1,1,2019
Other,ADVENTHEALTH OCALA,100062,Other,No Observation,Surgical,Non-NICU,1,0,2019
Other,ADVENTHEALTH OCALA,100062,Other State/Local Government,No Observation,Non-Surgical,NICU Level I,1,2,2020
Other,ADVENTHEALTH OCALA,100062,Other State/Local Government,No Observation,Non-Surgical,NICU Level I,1,2,2021
Other,ADVENTHEALTH OCALA,100062,Other State/Local Government,No Observation,Non-Surgical,NICU Level II,2,5,2017
Other,ADVENTHEALTH OCALA,100062,Other State/Local Government,No Observation,Non-Surgical,NICU Level III,1,1,2018
Other,ADVENTHEALTH OCALA,100062,Other State/Local Government,No Observation,Non-Surgical,Non-NICU,16,35,2018
Other,ADVENTHEALTH OCALA,100062,Other State/Local Government,No Observation,Non-Surgical,Non-NICU,3,12,2019
Other,ADVENTHEALTH OCALA,100062,Other State/Local Government,No Observation,Surgical,Non-NICU,3,16,2018
Other,ADVENTHEALTH OCALA,100062,Other State/Local Government,No Observation,Surgical,Non-NICU,2,4,2019
Other,ADVENTHEALTH OCALA,100062,Other State/Local Government,No Observation,Surgical,Non-NICU,1,2,2020
Other,ADVENTHEALTH OCALA,100062,Other State/Local Government,Observation,Non-Surgical,Non-NICU,1,2,2018
Other,ADVENTHEALTH OCALA,100062,Other State/Local Government,Observation,Non-Surgical,Non-NICU,1,3,2020
Other,ADVENTHEALTH OCALA,100062,Self Pay,No Observation,Non-Surgical,NICU Level I,42,133,2016
Other,ADVENTHEALTH OCALA,100062,Self Pay,No Observation,Non-Surgical,NICU Level I,57,177,2017
Other,ADVENTHEALTH OCALA,100062,Self Pay,No Observation,Non-Surgical,NICU Level I,28,65,2018
Other,ADVENTHEALTH OCALA,100062,Self Pay,No Observation,Non-Surgical,NICU Level I,26,60,2019
Other,ADVENTHEALTH OCALA,100062,Self Pay,No Observation,Non-Surgical,NICU Level I,34,78,2020
Other,ADVENTHEALTH OCALA,100062,Self Pay,No Observation,Non-Surgical,NICU Level I,41,93,2021
Other,ADVENTHEALTH OCALA,100062,Self Pay,No Observation,Non-Surgical,NICU Level II,8,20,2017
Other,ADVENTHEALTH OCALA,100062,Self Pay,No Observation,Non-Surgical,NICU Level II,21,65,2018
Other,ADVENTHEALTH OCALA,100062,Self Pay,No Observation,Non-Surgical,NICU Level II,12,75,2019
Other,ADVENTHEALTH OCALA,100062,Self Pay,No Observation,Non-Surgical,NICU Level II,9,39,2020
Other,ADVENTHEALTH OCALA,100062,Self Pay,No Observation,Non-Surgical,NICU Level II,15,119,2021
Other,ADVENTHEALTH OCALA,100062,Self Pay,No Observation,Non-Surgical,NICU Level III,15,122,2017
Other,ADVENTHEALTH OCALA,100062,Self Pay,No Observation,Non-Surgical,NICU Level III,15,77,2018
Other,ADVENTHEALTH OCALA,100062,Self Pay,No Observation,Non-Surgical,NICU Level III,8,53,2019
Other,ADVENTHEALTH OCALA,100062,Self Pay,No Observation,Non-Surgical,NICU Level III,3,0,2020
Other,ADVENTHEALTH OCALA,100062,Self Pay,No Observation,Non-Surgical,NICU Level III,1,0,2021
Other,ADVENTHEALTH OCALA,100062,Self Pay,No Observation,Non-Surgical,Non-NICU,5,8,2016
Other,ADVENTHEALTH OCALA,100062,Self Pay,No Observation,Non-Surgical,Non-NICU,7,7,2017
Other,ADVENTHEALTH OCALA,100062,Self Pay,No Observation,Non-Surgical,Non-NICU,19,29,2018
Other,ADVENTHEALTH OCALA,100062,Self Pay,No Observation,Non-Surgical,Non-NICU,10,17,2019
Other,ADVENTHEALTH OCALA,100062,Self Pay,No Observation,Non-Surgical,Non-NICU,3,2,2020
Other,ADVENTHEALTH OCALA,100062,Self Pay,No Observation,Non-Surgical,Non-NICU,6,11,2021
Other,ADVENTHEALTH OCALA,100062,Self Pay,No Observation,Surgical,Non-NICU,3,3,2016
Other,ADVENTHEALTH OCALA,100062,Self Pay,No Observation,Surgical,Non-NICU,1,1,2017
Other,ADVENTHEALTH OCALA,100062,Self Pay,No Observation,Surgical,Non-NICU,8,17,2018
Other,ADVENTHEALTH OCALA,100062,Self Pay,No Observation,Surgical,Non-NICU,1,1,2019
Other,ADVENTHEALTH OCALA,100062,Self Pay,No Observation,Surgical,Non-NICU,1,1,2020
Other,ADVENTHEALTH OCALA,100062,Self Pay,No Observation,Surgical,Non-NICU,2,2,2021
Other,ADVENTHEALTH OCALA,100062,Self Pay,Observation,Non-Surgical,NICU Level III,1,12,2018
Other,ADVENTHEALTH OCALA,100062,Self Pay,Observation,Non-Surgical,Non-NICU,1,0,2016
Other,ADVENTHEALTH OCALA,100062,Self Pay,Observation,Non-Surgical,Non-NICU,1,1,2017
Other,ADVENTHEALTH OCALA,100062,Self Pay,Observation,Non-Surgical,Non-NICU,3,3,2019
Other,ADVENTHEALTH OCALA,100062,Self Pay,Observation,Non-Surgical,Non-NICU,3,3,2020
Other,ADVENTHEALTH OCALA,100062,Self Pay,Observation,Non-Surgical,Non-NICU,4,7,2021
Other,ADVENTHEALTH OCALA,100062,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level I,10,24,2016
Other,ADVENTHEALTH OCALA,100062,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level I,14,38,2017
Other,ADVENTHEALTH OCALA,100062,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level I,7,14,2018
Other,ADVENTHEALTH OCALA,100062,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level I,5,10,2019
Other,ADVENTHEALTH OCALA,100062,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level I,4,9,2020
Other,ADVENTHEALTH OCALA,100062,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level I,7,13,2021
Other,ADVENTHEALTH OCALA,100062,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level II,2,5,2017
Other,ADVENTHEALTH OCALA,100062,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level II,5,15,2018
Other,ADVENTHEALTH OCALA,100062,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level II,1,6,2021
Other,ADVENTHEALTH OCALA,100062,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level III,1,5,2017
Other,ADVENTHEALTH OCALA,100062,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level III,4,16,2018
Other,ADVENTHEALTH OCALA,100062,TriCare or Other Federal Government,No Observation,Non-Surgical,Non-NICU,3,6,2016
Other,ADVENTHEALTH OCALA,100062,TriCare or Other Federal Government,No Observation,Non-Surgical,Non-NICU,1,3,2017
Other,ADVENTHEALTH OCALA,100062,TriCare or Other Federal Government,No Observation,Non-Surgical,Non-NICU,1,1,2018
Other,ADVENTHEALTH OCALA,100062,TriCare or Other Federal Government,No Observation,Non-Surgical,Non-NICU,4,7,2021
Other,ADVENTHEALTH OCALA,100062,TriCare or Other Federal Government,No Observation,Surgical,Non-NICU,1,2,2017
Other,ADVENTHEALTH OCALA,100062,TriCare or Other Federal Government,No Observation,Surgical,Non-NICU,4,7,2018
Other,ADVENTHEALTH OCALA,100062,TriCare or Other Federal Government,No Observation,Surgical,Non-NICU,2,4,2020
Other,ADVENTHEALTH OCALA,100062,TriCare or Other Federal Government,No Observation,Surgical,Non-NICU,1,2,2021
Other,ADVENTHEALTH OCALA,100062,TriCare or Other Federal Government,Observation,Non-Surgical,Non-NICU,1,1,2018
Other,ADVENTHEALTH OCALA,100062,Veterans Affairs,No Observation,Non-Surgical,NICU Level I,1,2,2017
Other,ADVENTHEALTH OCALA,100062,Veterans Affairs,No Observation,Non-Surgical,NICU Level I,3,7,2020
Other,ADVENTHEALTH OCALA,100062,Veterans Affairs,No Observation,Non-Surgical,NICU Level I,4,8,2021
Other,ADVENTHEALTH OCALA,100062,Veterans Affairs,No Observation,Non-Surgical,NICU Level II,1,2,2018
Other,ADVENTHEALTH OCALA,100062,Veterans Affairs,No Observation,Non-Surgical,NICU Level II,2,5,2019
Other,ADVENTHEALTH OCALA,100062,Veterans Affairs,No Observation,Non-Surgical,Non-NICU,1,0,2021
Other,ADVENTHEALTH OCALA,100062,Veterans Affairs,Observation,Surgical,Non-NICU,1,1,2021
Other,ADVENTHEALTH SEBRING,100109,Commercial Health Insurance,No Observation,Non-Surgical,NICU Level I,72,157,2016
Other,ADVENTHEALTH SEBRING,100109,Commercial Health Insurance,No Observation,Non-Surgical,NICU Level I,36,74,2017
Other,ADVENTHEALTH SEBRING,100109,Commercial Health Insurance,No Observation,Non-Surgical,NICU Level I,26,53,2018
Other,ADVENTHEALTH SEBRING,100109,Commercial Health Insurance,No Observation,Non-Surgical,NICU Level I,44,92,2019
Other,ADVENTHEALTH SEBRING,100109,Commercial Health Insurance,No Observation,Non-Surgical,NICU Level I,38,85,2020
Other,ADVENTHEALTH SEBRING,100109,Commercial Health Insurance,No Observation,Non-Surgical,NICU Level I,39,81,2021
Other,ADVENTHEALTH SEBRING,100109,Commercial Health Insurance,No Observation,Non-Surgical,NICU Level II,1,0,2016
Other,ADVENTHEALTH SEBRING,100109,Commercial Health Insurance,No Observation,Non-Surgical,NICU Level II,1,2,2018
Other,ADVENTHEALTH SEBRING,100109,Commercial Health Insurance,No Observation,Non-Surgical,NICU Level III,3,0,2016
Other,ADVENTHEALTH SEBRING,100109,Commercial Health Insurance,No Observation,Non-Surgical,NICU Level III,5,1,2017
Other,ADVENTHEALTH SEBRING,100109,Commercial Health Insurance,No Observation,Non-Surgical,NICU Level III,4,0,2018
Other,ADVENTHEALTH SEBRING,100109,Commercial Health Insurance,No Observation,Non-Surgical,NICU Level III,3,0,2019
Other,ADVENTHEALTH SEBRING,100109,Commercial Health Insurance,No Observation,Non-Surgical,NICU Level III,4,0,2020
Other,ADVENTHEALTH SEBRING,100109,Commercial Health Insurance,No Observation,Non-Surgical,NICU Level III,1,0,2021
Other,ADVENTHEALTH SEBRING,100109,Commercial Health Insurance,No Observation,Non-Surgical,Non-NICU,10,27,2016
Other,ADVENTHEALTH SEBRING,100109,Commercial Health Insurance,No Observation,Non-Surgical,Non-NICU,6,11,2017
Other,ADVENTHEALTH SEBRING,100109,Commercial Health Insurance,No Observation,Non-Surgical,Non-NICU,6,11,2018
Other,ADVENTHEALTH SEBRING,100109,Commercial Health Insurance,No Observation,Non-Surgical,Non-NICU,3,4,2019
Other,ADVENTHEALTH SEBRING,100109,Commercial Health Insurance,No Observation,Non-Surgical,Non-NICU,4,9,2020
Other,ADVENTHEALTH SEBRING,100109,Commercial Health Insurance,No Observation,Non-Surgical,Non-NICU,6,9,2021
Other,ADVENTHEALTH SEBRING,100109,Commercial Health Insurance,No Observation,Surgical,Non-NICU,5,14,2016
Other,ADVENTHEALTH SEBRING,100109,Commercial Health Insurance,No Observation,Surgical,Non-NICU,2,1,2017
Other,ADVENTHEALTH SEBRING,100109,Commercial Health Insurance,No Observation,Surgical,Non-NICU,2,4,2019
Other,ADVENTHEALTH SEBRING,100109,Commercial Health Insurance,No Observation,Surgical,Non-NICU,1,1,2021
Other,ADVENTHEALTH SEBRING,100109,Commercial Health Insurance,Observation,Non-Surgical,Non-NICU,3,3,2016
Other,ADVENTHEALTH SEBRING,100109,Commercial Health Insurance,Observation,Non-Surgical,Non-NICU,2,3,2017
Other,ADVENTHEALTH SEBRING,100109,Commercial Health Insurance,Observation,Non-Surgical,Non-NICU,8,15,2018
Other,ADVENTHEALTH SEBRING,100109,Commercial Health Insurance,Observation,Non-Surgical,Non-NICU,3,3,2019
Other,ADVENTHEALTH SEBRING,100109,Commercial Health Insurance,Observation,Non-Surgical,Non-NICU,2,5,2020
Other,ADVENTHEALTH SEBRING,100109,Commercial Health Insurance,Observation,Non-Surgical,Non-NICU,2,4,2021
Other,ADVENTHEALTH SEBRING,100109,Commercial Health Insurance,Observation,Surgical,Non-NICU,1,4,2017
Other,ADVENTHEALTH SEBRING,100109,Commercial Health Insurance,Observation,Surgical,Non-NICU,1,2,2018
Other,ADVENTHEALTH SEBRING,100109,Kidcare,No Observation,Non-Surgical,Non-NICU,2,6,2021
Other,ADVENTHEALTH SEBRING,100109,Kidcare,Observation,Non-Surgical,Non-NICU,2,3,2020
Other,ADVENTHEALTH SEBRING,100109,Kidcare,Observation,Non-Surgical,Non-NICU,1,1,2021
Other,ADVENTHEALTH SEBRING,100109,Medicaid Fee-for-Service,No Observation,Non-Surgical,NICU Level I,49,96,2016
Other,ADVENTHEALTH SEBRING,100109,Medicaid Fee-for-Service,No Observation,Non-Surgical,NICU Level I,23,46,2017
Other,ADVENTHEALTH SEBRING,100109,Medicaid Fee-for-Service,No Observation,Non-Surgical,NICU Level I,32,59,2018
Other,ADVENTHEALTH SEBRING,100109,Medicaid Fee-for-Service,No Observation,Non-Surgical,NICU Level I,56,84,2019
Other,ADVENTHEALTH SEBRING,100109,Medicaid Fee-for-Service,No Observation,Non-Surgical,NICU Level I,55,114,2020
Other,ADVENTHEALTH SEBRING,100109,Medicaid Fee-for-Service,No Observation,Non-Surgical,NICU Level I,68,123,2021
Other,ADVENTHEALTH SEBRING,100109,Medicaid Fee-for-Service,No Observation,Non-Surgical,NICU Level II,1,2,2016
Other,ADVENTHEALTH SEBRING,100109,Medicaid Fee-for-Service,No Observation,Non-Surgical,NICU Level II,1,2,2017
Other,ADVENTHEALTH SEBRING,100109,Medicaid Fee-for-Service,No Observation,Non-Surgical,NICU Level III,1,0,2016
Other,ADVENTHEALTH SEBRING,100109,Medicaid Fee-for-Service,No Observation,Non-Surgical,NICU Level III,1,0,2017
Other,ADVENTHEALTH SEBRING,100109,Medicaid Fee-for-Service,No Observation,Non-Surgical,NICU Level III,1,1,2019
Other,ADVENTHEALTH SEBRING,100109,Medicaid Fee-for-Service,No Observation,Non-Surgical,Non-NICU,7,13,2016
Other,ADVENTHEALTH SEBRING,100109,Medicaid Fee-for-Service,No Observation,Non-Surgical,Non-NICU,1,2,2019
Other,ADVENTHEALTH SEBRING,100109,Medicaid Fee-for-Service,No Observation,Non-Surgical,Non-NICU,1,4,2021
Other,ADVENTHEALTH SEBRING,100109,Medicaid Fee-for-Service,Observation,Non-Surgical,Non-NICU,3,6,2016
Other,ADVENTHEALTH SEBRING,100109,Medicaid Fee-for-Service,Observation,Non-Surgical,Non-NICU,3,5,2017
Other,ADVENTHEALTH SEBRING,100109,Medicaid Fee-for-Service,Observation,Non-Surgical,Non-NICU,3,3,2019
Other,ADVENTHEALTH SEBRING,100109,Medicaid Fee-for-Service,Observation,Surgical,Non-NICU,1,1,2021
Other,ADVENTHEALTH SEBRING,100109,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level I,176,329,2016
Other,ADVENTHEALTH SEBRING,100109,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level I,128,248,2017
Other,ADVENTHEALTH SEBRING,100109,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level I,147,261,2018
Other,ADVENTHEALTH SEBRING,100109,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level I,188,367,2019
Other,ADVENTHEALTH SEBRING,100109,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level I,184,381,2020
Other,ADVENTHEALTH SEBRING,100109,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level I,156,309,2021
Other,ADVENTHEALTH SEBRING,100109,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level II,3,6,2016
Other,ADVENTHEALTH SEBRING,100109,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level II,4,11,2018
Other,ADVENTHEALTH SEBRING,100109,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level II,1,2,2019
Other,ADVENTHEALTH SEBRING,100109,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level III,2,1,2016
Other,ADVENTHEALTH SEBRING,100109,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level III,1,0,2017
Other,ADVENTHEALTH SEBRING,100109,Medicaid Managed Care,No Observation,Non-Surgical,Non-NICU,75,176,2016
Other,ADVENTHEALTH SEBRING,100109,Medicaid Managed Care,No Observation,Non-Surgical,Non-NICU,36,93,2017
Other,ADVENTHEALTH SEBRING,100109,Medicaid Managed Care,No Observation,Non-Surgical,Non-NICU,13,24,2018
Other,ADVENTHEALTH SEBRING,100109,Medicaid Managed Care,No Observation,Non-Surgical,Non-NICU,9,24,2019
Other,ADVENTHEALTH SEBRING,100109,Medicaid Managed Care,No Observation,Non-Surgical,Non-NICU,3,5,2020
Other,ADVENTHEALTH SEBRING,100109,Medicaid Managed Care,No Observation,Non-Surgical,Non-NICU,20,55,2021
Other,ADVENTHEALTH SEBRING,100109,Medicaid Managed Care,No Observation,Surgical,Non-NICU,7,13,2016
Other,ADVENTHEALTH SEBRING,100109,Medicaid Managed Care,No Observation,Surgical,Non-NICU,4,17,2017
Other,ADVENTHEALTH SEBRING,100109,Medicaid Managed Care,No Observation,Surgical,Non-NICU,3,17,2018
Other,ADVENTHEALTH SEBRING,100109,Medicaid Managed Care,No Observation,Surgical,Non-NICU,1,2,2019
Other,ADVENTHEALTH SEBRING,100109,Medicaid Managed Care,No Observation,Surgical,Non-NICU,2,9,2021
Other,ADVENTHEALTH SEBRING,100109,Medicaid Managed Care,Observation,Non-Surgical,Non-NICU,21,44,2016
Other,ADVENTHEALTH SEBRING,100109,Medicaid Managed Care,Observation,Non-Surgical,Non-NICU,37,72,2017
Other,ADVENTHEALTH SEBRING,100109,Medicaid Managed Care,Observation,Non-Surgical,Non-NICU,26,43,2018
Other,ADVENTHEALTH SEBRING,100109,Medicaid Managed Care,Observation,Non-Surgical,Non-NICU,23,40,2019
Other,ADVENTHEALTH SEBRING,100109,Medicaid Managed Care,Observation,Non-Surgical,Non-NICU,11,25,2020
Other,ADVENTHEALTH SEBRING,100109,Medicaid Managed Care,Observation,Non-Surgical,Non-NICU,8,17,2021
Other,ADVENTHEALTH SEBRING,100109,Medicaid Managed Care,Observation,Surgical,Non-NICU,1,3,2016
Other,ADVENTHEALTH SEBRING,100109,Medicaid Managed Care,Observation,Surgical,Non-NICU,2,12,2017
Other,ADVENTHEALTH SEBRING,100109,Medicaid Managed Care,Observation,Surgical,Non-NICU,1,4,2020
Other,ADVENTHEALTH SEBRING,100109,Medicaid Managed Care,Observation,Surgical,Non-NICU,1,1,2021
Other,ADVENTHEALTH SEBRING,100109,Self Pay,No Observation,Non-Surgical,ICU <1 Year Old,1,0,2018
Other,ADVENTHEALTH SEBRING,100109,Self Pay,No Observation,Non-Surgical,NICU Level I,16,34,2016
Other,ADVENTHEALTH SEBRING,100109,Self Pay,No Observation,Non-Surgical,NICU Level I,19,45,2017
Other,ADVENTHEALTH SEBRING,100109,Self Pay,No Observation,Non-Surgical,NICU Level I,12,25,2018
Other,ADVENTHEALTH SEBRING,100109,Self Pay,No Observation,Non-Surgical,NICU Level I,18,41,2019
Other,ADVENTHEALTH SEBRING,100109,Self Pay,No Observation,Non-Surgical,NICU Level I,14,28,2020
Other,ADVENTHEALTH SEBRING,100109,Self Pay,No Observation,Non-Surgical,NICU Level I,15,28,2021
Other,ADVENTHEALTH SEBRING,100109,Self Pay,No Observation,Non-Surgical,NICU Level II,1,3,2016
Other,ADVENTHEALTH SEBRING,100109,Self Pay,No Observation,Non-Surgical,NICU Level III,1,0,2017
Other,ADVENTHEALTH SEBRING,100109,Self Pay,No Observation,Non-Surgical,NICU Level III,2,1,2018
Other,ADVENTHEALTH SEBRING,100109,Self Pay,No Observation,Non-Surgical,NICU Level III,2,0,2019
Other,ADVENTHEALTH SEBRING,100109,Self Pay,No Observation,Non-Surgical,NICU Level III,2,0,2020
Other,ADVENTHEALTH SEBRING,100109,Self Pay,No Observation,Non-Surgical,Non-NICU,5,6,2016
Other,ADVENTHEALTH SEBRING,100109,Self Pay,No Observation,Non-Surgical,Non-NICU,1,1,2021
Other,ADVENTHEALTH SEBRING,100109,Self Pay,No Observation,Surgical,Non-NICU,1,2,2017
Other,ADVENTHEALTH SEBRING,100109,Self Pay,Observation,Non-Surgical,Non-NICU,1,1,2017
Other,ADVENTHEALTH SEBRING,100109,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level I,3,7,2016
Other,ADVENTHEALTH SEBRING,100109,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level I,1,2,2017
Other,ADVENTHEALTH SEBRING,100109,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level I,2,3,2018
Other,ADVENTHEALTH SEBRING,100109,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level I,1,3,2019
Other,ADVENTHEALTH SEBRING,100109,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level I,2,4,2020
Other,ADVENTHEALTH SEBRING,100109,TriCare or Other Federal Government,No Observation,Non-Surgical,NICU Level I,3,6,2021
Other,ADVENTHEALTH SEBRING,100109,Veterans Affairs,No Observation,Non-Surgical,NICU Level I,1,2,2016
Other,ADVENTHEALTH SEBRING,100109,Veterans Affairs,No Observation,Non-Surgical,NICU Level I,1,3,2020
Other,ADVENTHEALTH SEBRING,100109,Veterans Affairs,No Observation,Non-Surgical,NICU Level III,1,0,2019
Other,ADVENTHEALTH TAMPA,100173,Commercial Health Insurance,No Observation,Non-Surgical,ICU <1 Year Old,6,29,2016
Other,ADVENTHEALTH TAMPA,100173,Commercial Health Insurance,No Observation,Non-Surgical,ICU <1 Year Old,11,36,2017
Other,ADVENTHEALTH TAMPA,100173,Commercial Health Insurance,No Observation,Non-Surgical,ICU <1 Year Old,7,22,2018
Other,ADVENTHEALTH TAMPA,100173,Commercial Health Insurance,No Observation,Non-Surgical,ICU <1 Year Old,5,10,2019
Other,ADVENTHEALTH TAMPA,100173,Commercial Health Insurance,No Observation,Non-Surgical,ICU <1 Year Old,1,3,2020
Other,ADVENTHEALTH TAMPA,100173,Commercial Health Insurance,No Observation,Non-Surgical,ICU <1 Year Old,1,1,2021
Other,ADVENTHEALTH TAMPA,100173,Commercial Health Insurance,No Observation,Non-Surgical,NICU Level I,189,438,2016
Other,ADVENTHEALTH TAMPA,100173,Commercial Health Insurance,No Observation,Non-Surgical,NICU Level I,236,551,2017
Other,ADVENTHEALTH TAMPA,100173,Commercial Health Insurance,No Observation,Non-Surgical,NICU Level I,209,492,2018
Other,ADVENTHEALTH TAMPA,100173,Commercial Health Insurance,No Observation,Non-Surgical,NICU Level I,248,556,2019
Other,ADVENTHEALTH TAMPA,100173,Commercial Health Insurance,No Observation,Non-Surgical,NICU Level I,323,689,2020
Other,ADVENTHEALTH TAMPA,100173,Commercial Health Insurance,No Observation,Non-Surgical,NICU Level I,337,709,2021
Other,ADVENTHEALTH TAMPA,100173,Commercial Health Insurance,No Observation,Non-Surgical,NICU Level II,31,157,2016
Other,ADVENTHEALTH TAMPA,100173,Commercial Health Insurance,No Observation,Non-Surgical,NICU Level II,47,215,2017
Other,ADVENTHEALTH TAMPA,100173,Commercial Health Insurance,No Observation,Non-Surgical,NICU Level II,21,94,2018
Other,ADVENTHEALTH TAMPA,100173,Commercial Health Insurance,No Observation,Non-Surgical,NICU Level II,20,103,2019
