Hospital,MDC,MSDRG,YEAR,IsGrandTotalRowTotal,CountSYS_RECID
"BROWARD HEALTH MEDICAL CENTER","MDC 21","902",2017,False,1
"TAMPA GENERAL HOSPITAL","MDC 21","903",2017,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 21","902",2017,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 21","905",2017,False,1
"ST JOSEPHS HOSPITAL","MDC 21","906",2017,False,1
"ST JOSEPHS HOSPITAL","MDC 21","903",2017,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 21","908",2017,False,1
"ST MARY'S MEDICAL CENTER","MDC 21","901",2017,False,1
"ST MARY'S MEDICAL CENTER","MDC 21","902",2017,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 21","923",2020,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 21","921",2020,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 21","920",2020,False,1
"ST JOSEPHS HOSPITAL","MDC 21","921",2020,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 21","916",2020,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 21","919",2020,False,1
"ST JOSEPHS HOSPITAL","MDC 21","923",2020,False,1
"ADVENTHEALTH ORLANDO","MDC 21","907",2020,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 21","914",2020,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 21","902",2020,False,1
"TAMPA GENERAL HOSPITAL","MDC 21","905",2020,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 21","906",2020,False,1
"ST MARY'S MEDICAL CENTER","MDC 21","905",2020,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 21","908",2020,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 21","904",2020,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 21","909",2020,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 21","903",2020,False,1
"HEALTHPARK MEDICAL CENTER","MDC 21","908",2020,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 21","902",2020,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 21","909",2020,False,1
"TAMPA GENERAL HOSPITAL","MDC 21","909",2020,False,1
"TAMPA GENERAL HOSPITAL","MDC 21","919",2016,False,1
"TAMPA GENERAL HOSPITAL","MDC 21","920",2016,False,1
"TAMPA GENERAL HOSPITAL","MDC 21","909",2016,False,1
"ST MARY'S MEDICAL CENTER","MDC 21","906",2016,False,1
"ST MARY'S MEDICAL CENTER","MDC 21","903",2016,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 21","913",2016,False,1
"HEALTHPARK MEDICAL CENTER","MDC 21","907",2016,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 21","915",2016,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 21","915",2016,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 21","916",2016,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 21","916",2020,False,1
"ADVENTHEALTH ORLANDO","MDC 21","921",2020,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 21","914",2020,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 21","914",2020,False,1
"ST JOSEPHS HOSPITAL","MDC 21","920",2020,False,1
"ST MARY'S MEDICAL CENTER","MDC 21","913",2020,False,1
"ST JOSEPHS HOSPITAL","MDC 21","914",2020,False,1
"ST JOSEPHS HOSPITAL","MDC 21","913",2020,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 21","909",2020,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 21","903",2020,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 21","907",2020,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 21","901",2020,False,1
"ST JOSEPHS HOSPITAL","MDC 21","903",2020,False,1
"ST MARY'S MEDICAL CENTER","MDC 21","902",2020,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 21","906",2020,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 21","902",2020,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 21","907",2020,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 21","907",2020,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 21","914",2020,False,1
"ST JOSEPHS HOSPITAL","MDC 21","915",2020,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 21","915",2020,False,1
"ADVENTHEALTH ORLANDO","MDC 21","909",2020,False,1
"HEALTHPARK MEDICAL CENTER","MDC 21","906",2017,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 21","906",2018,False,1
"ST JOSEPHS HOSPITAL","MDC 21","903",2018,False,1
"TAMPA GENERAL HOSPITAL","MDC 21","902",2018,False,1
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 21","901",2017,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 21","902",2018,False,1
"HEALTHPARK MEDICAL CENTER","MDC 21","914",2017,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 21","914",2018,False,1
"ST JOSEPHS HOSPITAL","MDC 21","901",2017,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 21","906",2017,False,1
"TAMPA GENERAL HOSPITAL","MDC 21","905",2018,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 21","901",2017,False,1
"TAMPA GENERAL HOSPITAL","MDC 21","903",2018,False,1
"ADVENTHEALTH ORLANDO","MDC 21","901",2017,False,1
"HEALTHPARK MEDICAL CENTER","MDC 21","902",2017,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 21","914",2019,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 21","919",2018,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 21","920",2019,False,1
"HEALTHPARK MEDICAL CENTER","MDC 21","921",2019,False,1
"ADVENTHEALTH ORLANDO","MDC 21","921",2019,False,1
"HEALTHPARK MEDICAL CENTER","MDC 21","914",2019,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 21","904",2019,False,1
"ST JOSEPHS HOSPITAL","MDC 21","906",2019,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 21","915",2019,False,1
"HEALTHPARK MEDICAL CENTER","MDC 21","921",2018,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 21","905",2019,False,1
"ADVENTHEALTH ORLANDO","MDC 21","920",2019,False,1
"ADVENTHEALTH ORLANDO","MDC 21","907",2019,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 21","906",2019,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 21","921",2019,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 21","921",2019,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 21","921",2016,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 21","919",2016,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 21","920",2016,False,1
"ADVENTHEALTH ORLANDO","MDC 21","922",2016,False,1
"ADVENTHEALTH ORLANDO","MDC 21","919",2016,False,1
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 21","915",2016,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 21","902",2016,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 21","903",2016,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 21","908",2016,False,1
"ST MARY'S MEDICAL CENTER","MDC 21","904",2016,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 21","921",2019,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 21","913",2019,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 21","913",2019,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 21","920",2019,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 21","904",2019,False,1
"TAMPA GENERAL HOSPITAL","MDC 21","903",2019,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 21","913",2019,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 21","904",2019,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 21","904",2019,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 21","915",2019,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 21","920",2019,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 21","921",2019,False,1
"ST MARY'S MEDICAL CENTER","MDC 21","904",2019,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 21","906",2019,False,1
"TAMPA GENERAL HOSPITAL","MDC 21","914",2017,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 21","913",2016,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 21","919",2016,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 21","915",2017,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 21","917",2016,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 21","915",2016,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 21","902",2016,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 21","905",2016,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 21","902",2017,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 21","904",2016,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 21","902",2016,False,1
"ADVENTHEALTH ORLANDO","MDC 21","906",2017,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 21","905",2016,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 21","902",2016,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 21","903",2017,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 21","906",2016,False,1
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 21","918",2022,False,1
"HEALTHPARK MEDICAL CENTER","MDC 21","921",2022,False,1
"ST JOSEPHS HOSPITAL","MDC 21","906",2022,False,1
"ST JOSEPHS HOSPITAL","MDC 21","907",2022,False,1
"ADVENTHEALTH ORLANDO","MDC 21","902",2022,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 21","904",2022,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 21","906",2022,False,1
"ADVENTHEALTH ORLANDO","MDC 21","905",2022,False,1
"TAMPA GENERAL HOSPITAL","MDC 21","905",2022,False,1
"TAMPA GENERAL HOSPITAL","MDC 21","903",2022,False,1
"TAMPA GENERAL HOSPITAL","MDC 21","902",2022,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 21","915",2022,False,1
"TAMPA GENERAL HOSPITAL","MDC 03","159",2021,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 03","157",2021,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 03","149",2021,False,1
"TAMPA GENERAL HOSPITAL","MDC 03","154",2021,False,1
"ST MARY'S MEDICAL CENTER","MDC 03","154",2021,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 03","154",2021,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 03","138",2021,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 03","136",2021,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 03","135",2021,False,1
"HEALTHPARK MEDICAL CENTER","MDC 03","138",2021,False,1
"HEALTHPARK MEDICAL CENTER","MDC 03","139",2021,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 03","159",2021,False,1
"ADVENTHEALTH ORLANDO","MDC 03","138",2021,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 03","135",2021,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 03","137",2022,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 03","148",2022,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 03","149",2022,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 03","139",2022,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 03","135",2022,False,1
"HEALTHPARK MEDICAL CENTER","MDC 03","151",2022,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 03","138",2022,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 03","150",2022,False,1
"TAMPA GENERAL HOSPITAL","MDC 03","149",2022,False,1
"ST MARY'S MEDICAL CENTER","MDC 03","154",2022,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 03","157",2021,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 03","157",2022,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 03","151",2021,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 03","151",2022,False,1
"ST JOSEPHS HOSPITAL","MDC 03","138",2022,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 03","149",2022,False,1
"ADVENTHEALTH ORLANDO","MDC 03","137",2022,False,1
"TAMPA GENERAL HOSPITAL","MDC 03","138",2022,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 03","135",2022,False,1
"TAMPA GENERAL HOSPITAL","MDC 03","135",2022,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 03","137",2022,False,1
"ADVENTHEALTH ORLANDO","MDC 03","138",2022,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 03","157",2022,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 03","137",2021,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 03","138",2022,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 03","137",2022,False,1
"ST JOSEPHS HOSPITAL","MDC 03","151",2022,False,1
"HEALTHPARK MEDICAL CENTER","MDC 03","135",2022,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 03","157",2022,False,1
"ADVENTHEALTH ORLANDO","MDC 03","154",2022,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 03","155",2020,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 03","151",2021,False,1
"ADVENTHEALTH ORLANDO","MDC 03","149",2020,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 03","158",2020,False,1
"TAMPA GENERAL HOSPITAL","MDC 03","157",2021,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 03","149",2021,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 03","151",2020,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 03","139",2020,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 03","146",2020,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 03","135",2021,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 03","137",2020,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 03","136",2020,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 03","139",2021,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 03","138",2021,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 03","139",2020,False,1
"ADVENTHEALTH ORLANDO","MDC 03","139",2020,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 03","139",2021,False,1
"ADVENTHEALTH ORLANDO","MDC 03","138",2020,False,1
"TAMPA GENERAL HOSPITAL","MDC 03","152",2020,False,1
"ADVENTHEALTH ORLANDO","MDC 03","157",2020,False,1
"TAMPA GENERAL HOSPITAL","MDC 03","136",2020,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 03","157",2020,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 03","150",2020,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 03","157",2020,False,1
"ST JOSEPHS HOSPITAL","MDC 03","151",2018,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 03","151",2018,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 03","149",2018,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 03","159",2018,False,1
"ST MARY'S MEDICAL CENTER","MDC 03","149",2018,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 03","154",2018,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 03","131",2018,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 03","136",2018,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 03","136",2018,False,1
"ST MARY'S MEDICAL CENTER","MDC 03","129",2018,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 03","138",2018,False,1
"ADVENTHEALTH ORLANDO","MDC 03","129",2018,False,1
"HEALTHPARK MEDICAL CENTER","MDC 03","138",2018,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 03","130",2018,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 03","131",2018,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 03","148",2018,False,1
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 03","153",2018,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 03","150",2018,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 03","129",2018,False,1
"ST MARY'S MEDICAL CENTER","MDC 03","135",2018,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 03","149",2018,False,1
"ADVENTHEALTH ORLANDO","MDC 03","138",2018,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 03","148",2018,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 03","157",2018,False,1
"HEALTHPARK MEDICAL CENTER","MDC 03","157",2018,False,1
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 03","134",2018,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 03","157",2018,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 03","129",2018,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 03","130",2018,False,1
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 03","133",2018,False,1
"HEALTHPARK MEDICAL CENTER","MDC 03","130",2018,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 03","135",2018,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 03","135",2018,False,1
"ST JOSEPHS HOSPITAL","MDC 03","135",2018,False,1
"ADVENTHEALTH ORLANDO","MDC 03","137",2018,False,1
"HEALTHPARK MEDICAL CENTER","MDC 03","137",2018,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 03","154",2018,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 03","150",2018,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 03","151",2018,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 03","149",2021,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 03","149",2021,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 03","158",2021,False,1
"HEALTHPARK MEDICAL CENTER","MDC 03","151",2021,False,1
"ST JOSEPHS HOSPITAL","MDC 03","151",2021,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 03","137",2021,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 03","150",2021,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 03","135",2021,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 03","137",2021,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 03","147",2021,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 03","135",2021,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 03","135",2021,False,1
"ST MARY'S MEDICAL CENTER","MDC 03","138",2021,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 03","157",2021,False,1
"ST JOSEPHS HOSPITAL","MDC 03","135",2021,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 03","148",2021,False,1
"ADVENTHEALTH ORLANDO","MDC 03","137",2021,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 03","138",2017,False,1
"ADVENTHEALTH ORLANDO","MDC 03","157",2017,False,1
"TAMPA GENERAL HOSPITAL","MDC 03","157",2017,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 03","147",2017,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 03","146",2017,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 03","154",2017,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 03","129",2017,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 03","138",2017,False,1
"ST JOSEPHS HOSPITAL","MDC 03","135",2017,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 03","135",2017,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 03","147",2017,False,1
"TAMPA GENERAL HOSPITAL","MDC 03","156",2017,False,1
"ST JOSEPHS HOSPITAL","MDC 03","129",2017,False,1
"HEALTHPARK MEDICAL CENTER","MDC 03","138",2017,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 03","159",2019,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 03","148",2019,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 03","151",2019,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 03","155",2019,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 03","130",2019,False,1
"HEALTHPARK MEDICAL CENTER","MDC 03","129",2019,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 03","132",2019,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 03","135",2019,False,1
"HEALTHPARK MEDICAL CENTER","MDC 03","130",2019,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 03","139",2019,False,1
"TAMPA GENERAL HOSPITAL","MDC 03","138",2019,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 03","138",2019,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 03","130",2019,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 03","131",2019,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 03","139",2019,False,1
"HEALTHPARK MEDICAL CENTER","MDC 03","154",2019,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 03","131",2019,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 03","129",2019,False,1
"ST JOSEPHS HOSPITAL","MDC 03","157",2019,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 03","130",2019,False,1
"ADVENTHEALTH ORLANDO","MDC 03","154",2019,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 03","154",2019,False,1
"ST JOSEPHS HOSPITAL","MDC 03","149",2019,False,1
"ST MARY'S MEDICAL CENTER","MDC 03","149",2019,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 03","148",2017,False,1
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 03","151",2017,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 03","150",2017,False,1
"ADVENTHEALTH ORLANDO","MDC 03","154",2017,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 03","150",2017,False,1
"ST JOSEPHS HOSPITAL","MDC 03","147",2017,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 03","157",2017,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 03","130",2017,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 03","129",2017,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 03","148",2017,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 03","154",2017,False,1
"ST JOSEPHS HOSPITAL","MDC 03","130",2017,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 03","132",2017,False,1
"ST MARY'S MEDICAL CENTER","MDC 03","135",2017,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 03","131",2017,False,1
"ADVENTHEALTH ORLANDO","MDC 03","137",2017,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 03","135",2017,False,1
"ST MARY'S MEDICAL CENTER","MDC 03","136",2017,False,1
"ST MARY'S MEDICAL CENTER","MDC 03","149",2020,False,1
"ST MARY'S MEDICAL CENTER","MDC 03","154",2020,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 03","159",2020,False,1
"HEALTHPARK MEDICAL CENTER","MDC 03","149",2020,False,1
"TAMPA GENERAL HOSPITAL","MDC 03","156",2020,False,1
"HEALTHPARK MEDICAL CENTER","MDC 03","152",2020,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 03","135",2020,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 03","132",2020,False,1
"ST JOSEPHS HOSPITAL","MDC 03","130",2020,False,1
"ADVENTHEALTH ORLANDO","MDC 03","131",2020,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 03","131",2020,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 03","158",2020,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 03","159",2020,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 03","139",2020,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 03","132",2020,False,1
"TAMPA GENERAL HOSPITAL","MDC 03","132",2020,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 03","135",2020,False,1
"TAMPA GENERAL HOSPITAL","MDC 03","134",2020,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 03","132",2020,False,1
"TAMPA GENERAL HOSPITAL","MDC 03","151",2016,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 03","137",2016,False,1
"ST MARY'S MEDICAL CENTER","MDC 03","151",2016,False,1
"ADVENTHEALTH ORLANDO","MDC 03","147",2016,False,1
"TAMPA GENERAL HOSPITAL","MDC 03","136",2016,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 03","135",2016,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 03","130",2016,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 03","137",2016,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 03","139",2016,False,1
"TAMPA GENERAL HOSPITAL","MDC 03","130",2016,False,1
"ST MARY'S MEDICAL CENTER","MDC 03","130",2016,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 03","139",2016,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 03","154",2016,False,1
"ST JOSEPHS HOSPITAL","MDC 03","129",2016,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 03","135",2016,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 03","157",2016,False,1
"TAMPA GENERAL HOSPITAL","MDC 03","129",2016,False,1
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 03","137",2016,False,1
"ST JOSEPHS HOSPITAL","MDC 03","154",2016,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 03","149",2016,False,1
"ST MARY'S MEDICAL CENTER","MDC 03","131",2016,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 03","154",2020,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 03","154",2020,False,1
"TAMPA GENERAL HOSPITAL","MDC 03","159",2020,False,1
"ST MARY'S MEDICAL CENTER","MDC 03","132",2020,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 03","138",2020,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 03","136",2020,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 03","135",2020,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 03","129",2020,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 03","137",2020,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 03","151",2020,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 03","129",2020,False,1
"TAMPA GENERAL HOSPITAL","MDC 03","129",2020,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 03","133",2020,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 03","129",2020,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 03","155",2020,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 03","130",2020,False,1
